"","M0","M0.96","M2.04","M3","M6","M9","M12","M24","M36","M48","M60","M72","M84","M96","M108","M120","M180","M240","M360","M480","M600"
"2006-10-27",1.678,NA,1.7,1.75,1.9336,1.9572,2.0048,2.17,2.2982,NA,2.5066,NA,2.7161,NA,NA,2.9397,3.23,3.41,3.51,NA,NA
"2006-10-30",1.678,NA,1.7,1.75,1.9336,1.9617,2.0091,2.17,2.3083,NA,2.5055,NA,2.7168,NA,NA,2.9406,3.23,3.4,3.5,NA,NA
"2006-10-31",1.684,NA,1.7,1.75,1.9468,1.9625,2.0104,2.175,2.3215,NA,2.5089,NA,2.7275,NA,NA,2.9512,3.23,3.4,3.5,NA,NA
"2006-11-01",1.685,NA,1.71,1.75,1.9527,1.9635,2.0115,2.18,2.3243,NA,2.5102,NA,2.7278,NA,NA,2.9545,3.23,3.4,3.5,NA,NA
"2006-11-02",1.685,NA,1.71,1.75,1.9,1.9768,2.0187,2.18,2.3221,NA,2.5136,NA,2.6933,NA,NA,2.9557,3.23,3.4,3.5,NA,NA
"2006-11-03",1.685,NA,1.71,1.74,1.88,1.9647,2.0128,2.19,2.3269,NA,2.5133,NA,2.6854,NA,NA,2.9561,3.23,3.41,3.51,NA,NA
"2006-11-06",1.7,NA,1.7399,1.78,1.93,1.99,2.05,2.22,2.3592,NA,2.5577,NA,2.7042,NA,NA,2.9844,3.24,3.42,3.52,NA,NA
"2006-11-07",1.7,NA,1.7449,1.785,1.9826,2.0055,2.0409,2.22,2.3729,NA,2.5345,NA,2.7301,NA,NA,2.989,3.24,3.42,3.52,NA,NA
"2006-11-08",1.7,NA,1.7499,1.809,1.9332,2.0179,2.0465,2.22,2.3695,NA,2.5347,NA,2.7221,NA,NA,2.9781,3.24,3.42,3.52,NA,NA
"2006-11-09",1.71,NA,1.7699,1.82,1.9385,2.0248,2.0509,2.215,2.3659,NA,2.5223,NA,2.7091,NA,NA,2.972,3.234,3.415,3.52,NA,NA
"2006-11-10",1.715,NA,1.7849,1.835,1.9372,2.0345,2.0528,2.215,2.3646,NA,2.5142,NA,2.7155,NA,NA,2.9595,3.231,3.418,3.52,NA,NA
"2006-11-13",1.725,NA,1.8018,1.862,1.93,2.0401,2.0563,2.22,2.364,NA,2.5182,NA,2.7177,NA,NA,2.9494,3.245,3.43,3.52,NA,NA
"2006-11-14",1.729,NA,1.8048,1.865,1.928,2.0375,2.0527,2.22,2.3545,NA,2.5188,NA,2.7174,NA,NA,2.9682,3.262,3.42,3.529,NA,NA
"2006-11-15",1.725,NA,1.8048,1.87,1.935,2.035,2.0489,2.22,2.3487,NA,2.5193,NA,2.7151,NA,NA,2.9688,3.272,3.428,3.53,NA,NA
"2006-11-16",1.723,NA,1.7998,1.865,1.9442,2.0229,2.0463,2.22,2.3526,NA,2.5193,NA,2.7266,NA,NA,2.9725,3.271,3.42,3.53,NA,NA
"2006-11-17",1.725,NA,1.7959,1.863,1.9441,2.0318,2.0455,2.2183,2.3521,NA,2.5194,NA,2.732,NA,NA,2.9632,3.27,3.42,3.54,NA,NA
"2006-11-20",1.728,NA,1.7999,1.87,1.9648,2.0679,2.0737,2.2599,2.3812,NA,2.5508,NA,2.7731,NA,NA,2.9806,3.28,3.438,3.55,NA,NA
"2006-11-21",1.791,NA,1.8619,1.931,2.0306,2.123,2.1275,2.23,2.3829,NA,2.551,NA,2.7733,NA,NA,2.9785,3.28,3.435,3.55,NA,NA
"2006-11-22",1.802,NA,1.8639,1.935,2.0326,2.1185,2.13,2.2479,2.4059,NA,2.5965,NA,2.8697,NA,NA,3.0518,3.28,3.435,3.55,NA,NA
"2006-11-23",1.84,NA,1.8799,1.954,2.0485,2.1249,2.14,2.24,2.3986,NA,2.6222,NA,2.9173,NA,NA,3.0609,3.3,3.45,3.55,NA,NA
"2006-11-24",1.83,NA,1.8699,1.947,2.0508,2.1247,2.1412,2.2413,2.3779,NA,2.6236,NA,2.9313,NA,NA,3.0655,3.3044,3.44,3.55,NA,NA
"2006-11-27",1.86,NA,1.8999,1.95,2.02,2.1227,2.1369,2.2335,2.4207,NA,2.5874,NA,2.8788,NA,NA,3.02,3.31,3.45,3.55,NA,NA
"2006-11-28",1.85,NA,1.8899,1.94,2.0052,2.061,2.0614,2.2551,2.3743,NA,2.5879,NA,2.7831,NA,NA,2.9886,3.3,3.44,3.55,NA,NA
"2006-11-29",1.84,NA,1.8699,1.92,1.9898,2.0579,2.0598,2.2709,2.3648,NA,2.5891,NA,2.7887,NA,NA,2.9811,3.3,3.43,3.55,NA,NA
"2006-11-30",1.84,NA,1.8799,1.94,1.98,2.0181,2.0508,2.2691,2.3713,NA,2.5429,NA,2.7988,NA,NA,2.9781,3.28,3.42,3.55,NA,NA
"2006-12-01",1.86,NA,1.8999,1.9445,1.9933,2.0084,2.0499,2.2691,2.3674,NA,2.5262,NA,2.8057,NA,NA,2.9936,3.2612,3.42,3.55,NA,NA
"2006-12-04",1.86,NA,1.8899,1.91,1.9935,2.0357,2.0594,2.2674,2.3672,NA,2.5327,NA,2.7967,NA,NA,2.9895,3.2616,3.42,3.55,NA,NA
"2006-12-05",1.862,NA,1.8899,1.905,1.935,2.0311,2.0611,2.2672,2.3673,NA,2.5328,NA,2.7716,NA,NA,2.9912,3.2532,3.42,3.565,NA,NA
"2006-12-06",1.88,NA,1.905,1.92,1.96,2.0338,2.0617,2.2679,2.3715,NA,2.5329,NA,2.7881,NA,NA,2.9851,3.2555,3.42,3.58,NA,NA
"2006-12-07",1.9,NA,1.9299,1.9528,2.01,2.0384,2.064,2.2683,2.3881,NA,2.5389,NA,2.795,NA,NA,2.9947,3.2491,3.42,3.58,NA,NA
"2006-12-08",1.9,NA,1.9299,1.9525,2.0106,2.051,2.0669,2.3408,2.4375,NA,2.5855,NA,2.8978,NA,NA,3.0351,3.27,3.42,3.605,NA,NA
"2006-12-11",1.9,NA,1.9299,1.9516,2.01,2.0536,2.065,2.3134,2.4323,NA,2.5755,NA,2.8522,NA,NA,3.0527,3.266,3.42,3.6,NA,NA
"2006-12-12",1.89,NA,1.915,1.9418,2.0123,2.0475,2.0681,2.3096,2.4393,NA,2.5793,NA,2.8525,NA,NA,3.0393,3.2715,3.42,3.6,NA,NA
"2006-12-13",1.92,NA,1.9599,2.03,2.07,2.0952,2.1801,2.3,2.432,NA,2.5835,NA,2.8511,NA,NA,3.0461,3.28,3.42,3.6,NA,NA
"2006-12-14",1.92,NA,1.9599,2.0082,2.0672,2.09,2.1617,2.29,2.4306,NA,2.5697,NA,2.8535,NA,NA,3.0335,3.2718,3.42,3.6,NA,NA
"2006-12-15",1.92,NA,1.9599,2.0079,2.069,2.08,2.1638,2.29,2.424,NA,2.5625,NA,2.8523,NA,NA,3.0402,3.2775,3.42,3.6,NA,NA
"2006-12-18",1.92,NA,1.9599,2.0065,2.0765,2.08,2.1536,2.28,2.4092,NA,2.5819,NA,2.8503,NA,NA,3.0307,3.278,3.42,3.6,NA,NA
"2006-12-19",1.9,NA,1.9399,2.0167,2.0629,2.075,2.1233,2.2604,2.4067,NA,2.5612,NA,2.8602,NA,NA,3.0232,3.2804,3.42,3.6,NA,NA
"2006-12-20",1.89,NA,1.9199,1.9992,2.045,2.07,2.1032,2.2265,2.4216,NA,2.5604,NA,2.8581,NA,NA,3.0267,3.2848,3.425,3.61,NA,NA
"2006-12-21",1.89,NA,1.9199,2.01,2.0312,2.06,2.1051,2.25,2.4123,NA,2.5619,NA,2.8502,NA,NA,3.0199,3.2894,3.43,3.61,NA,NA
"2006-12-22",1.89,NA,1.9199,2.005,2.0203,2.063,2.1064,2.25,2.4124,NA,2.5879,NA,2.8537,NA,NA,3.0364,3.3,3.44,3.615,NA,NA
"2006-12-25",1.89,NA,1.9199,1.9915,2.0224,2.065,2.1106,2.25,2.4319,NA,2.5992,NA,2.8635,NA,NA,3.0408,3.2913,3.4325,3.61,NA,NA
"2006-12-26",1.89,NA,1.9199,1.9925,2.0155,2.07,2.1116,2.25,2.4418,NA,2.6031,NA,2.8668,NA,NA,3.0419,3.29,3.43,3.61,NA,NA
"2006-12-27",1.89,NA,1.9249,1.9936,2.0176,2.075,2.0858,2.255,2.4226,NA,2.6022,NA,2.8714,NA,NA,3.0408,3.285,3.43,3.61,NA,NA
"2006-12-28",1.89,NA,1.9199,2,2.0193,2.075,2.0827,2.255,2.4322,NA,2.5889,NA,2.8687,NA,NA,3.026,3.28,3.43,3.605,NA,NA
"2006-12-29",1.89,NA,1.9199,2,2.008,2.06,2.087,2.26,2.4319,NA,2.5814,NA,2.8643,NA,NA,3.0202,3.28,3.43,3.605,NA,NA
"2006-12-30",1.89,NA,1.9199,1.99,2.01,2.05,2.089,2.26,2.4225,NA,2.5835,NA,2.8628,NA,NA,3.0204,3.28,3.43,3.605,NA,NA
"2006-12-31",1.89,NA,1.9199,1.99,2.01,2.05,2.089,2.26,2.4413,NA,2.5835,NA,2.8656,NA,NA,3.0269,3.28,3.43,3.605,NA,NA
"2007-01-04",1.89,NA,1.9199,1.98,1.9829,2.03,2.0831,2.2412,2.4178,NA,2.5852,NA,2.84,NA,NA,3.0239,3.2702,3.43,3.61,NA,NA
"2007-01-05",1.88,NA,1.9099,1.991,2,2.03,2.0849,2.2412,2.4049,NA,2.5729,NA,2.8224,NA,NA,3.0211,3.2695,3.42,3.6,NA,NA
"2007-01-08",1.88,NA,1.9099,1.95,2.003,2.04,2.0873,2.25,2.4171,NA,2.5716,NA,2.826,NA,NA,3.0356,3.2674,3.426,3.605,NA,NA
"2007-01-09",1.88,NA,1.9099,1.95,1.9872,2.04,2.0744,2.2412,2.3985,NA,2.5713,NA,2.8129,NA,NA,3.0231,3.2665,3.42,3.6,NA,NA
"2007-01-10",1.88,NA,1.9099,1.955,1.9898,2.04,2.0759,2.23,2.3778,NA,2.5648,NA,2.7882,NA,NA,3.0102,3.2653,3.42,3.6,NA,NA
"2007-01-11",1.88,NA,1.9099,1.952,1.9729,1.9893,2.0914,2.23,2.3735,NA,2.5548,NA,2.788,NA,NA,3.0047,3.27,3.42,3.6,NA,NA
"2007-01-12",1.89,NA,1.9199,1.958,1.9702,1.9902,2.0866,2.24,2.3864,NA,2.5598,NA,2.8278,NA,NA,3.0202,3.266,3.42,3.6,NA,NA
"2007-01-15",1.89,NA,1.9199,1.958,1.9768,2.0221,2.0762,2.245,2.4017,NA,2.6021,NA,2.8135,NA,NA,3.0167,3.2688,3.42,3.6,NA,NA
"2007-01-16",1.88,NA,1.9099,1.93,1.95,2.0161,2.0363,2.24,2.3802,NA,2.5879,NA,2.807,NA,NA,3.0175,3.26,3.42,3.6,NA,NA
"2007-01-17",1.885,NA,1.905,1.935,1.9354,2.0175,2.0361,2.243,2.3868,NA,2.5839,NA,2.8089,NA,NA,3.0176,3.26,3.42,3.6,NA,NA
"2007-01-18",1.885,NA,1.9,1.93,1.9374,1.9954,2.0466,2.24,2.3897,NA,2.5799,NA,2.8207,NA,NA,3.0273,3.26,3.42,3.6,NA,NA
"2007-01-19",1.89,NA,1.905,1.93,1.9295,2.0115,2.0357,2.24,2.3899,NA,2.586,NA,2.8292,NA,NA,3.032,3.26,3.42,3.6,NA,NA
"2007-01-22",1.9,NA,1.92,1.94,1.9316,1.9911,2.0477,2.23,2.4115,NA,2.5979,NA,2.8248,NA,NA,3.0277,3.27,3.42,3.6,NA,NA
"2007-01-23",1.9,NA,1.92,1.95,1.935,2.0247,2.0405,2.25,2.4339,NA,2.6205,NA,2.8357,NA,NA,3.0373,3.27,3.42,3.6,NA,NA
"2007-01-24",1.9,NA,1.92,1.93,1.9364,2.0153,2.0506,2.25,2.4374,NA,2.6229,NA,2.8374,NA,NA,3.0267,3.27,3.42,3.6,NA,NA
"2007-01-25",1.9,NA,1.918,1.925,1.9402,2.0205,2.0499,2.25,2.4378,NA,2.6245,NA,2.8393,NA,NA,3.032,3.27,3.42,3.6,NA,NA
"2007-01-26",1.906,NA,1.925,1.935,1.95,2.0316,2.0387,2.25,2.4394,NA,2.626,NA,2.8411,NA,NA,3.0374,3.276,3.42,3.6,NA,NA
"2007-01-29",1.902,NA,1.921,1.93,1.9478,2.0353,2.0408,2.25,2.4486,NA,2.6175,NA,2.8486,NA,NA,3.0427,3.2859,3.42,3.6,NA,NA
"2007-01-30",1.9,NA,1.92,1.93,1.94,2.02,2.055,2.27,2.4745,NA,2.6751,NA,2.8743,NA,NA,3.0559,3.28,3.42,3.6,NA,NA
"2007-01-31",1.89,NA,1.91,1.93,1.94,2.0029,2.07,2.27,2.4711,NA,2.6855,NA,2.898,NA,NA,3.0671,3.3,3.43,3.6,NA,NA
"2007-02-01",1.88,NA,1.9,1.91,1.9474,2.0005,2.086,2.28,2.4628,NA,2.6791,NA,2.9062,NA,NA,3.0676,3.3,3.44,3.6,NA,NA
"2007-02-02",1.87,NA,1.89,1.9,1.9327,1.9961,2.1,2.28,2.4712,NA,2.6785,NA,2.9082,NA,NA,3.0598,3.3,3.44,3.6,NA,NA
"2007-02-05",1.86,NA,1.88,1.9,1.9381,1.9943,2.12,2.312,2.4844,NA,2.7065,NA,2.9448,NA,NA,3.0765,3.3,3.45,3.6,NA,NA
"2007-02-06",1.86,NA,1.88,1.9,1.9412,2.0363,2.13,2.3385,2.4884,NA,2.7199,NA,2.9388,NA,NA,3.0705,3.3,3.45,3.6,NA,NA
"2007-02-07",1.86,NA,1.88,1.9,1.9702,2.0411,2.12,2.3332,2.4887,NA,2.7204,NA,2.9416,NA,NA,3.0704,3.31,3.47,3.62,NA,NA
"2007-02-08",1.87,NA,1.89,1.91,1.9941,2.0443,2.12,2.3368,2.507,NA,2.7196,NA,2.9348,NA,NA,3.0814,3.31,3.47,3.62,NA,NA
"2007-02-09",1.863,NA,1.885,1.91,1.9984,2.0476,2.12,2.3352,2.5092,NA,2.72,NA,2.9513,NA,NA,3.1171,3.33,3.49,3.65,NA,NA
"2007-02-12",1.869,NA,1.8999,1.92,1.99,2.0553,2.14,2.3459,2.5165,NA,2.7204,NA,2.9567,NA,NA,3.1355,3.34,3.49,3.64,NA,NA
"2007-02-13",1.851,NA,1.8949,1.918,2.0131,2.053,2.113,2.3431,2.522,NA,2.7294,NA,2.9669,NA,NA,3.1367,3.35,3.48,3.63,NA,NA
"2007-02-14",1.856,NA,1.8999,1.92,2.0166,2.0548,2.14,2.3514,2.5244,NA,2.7325,NA,2.9651,NA,NA,3.137,3.34,3.48,3.63,NA,NA
"2007-02-15",1.854,NA,1.8799,1.92,2.0213,2.0568,2.15,2.3584,2.5131,NA,2.7563,NA,2.9627,NA,NA,3.1365,3.35,3.49,3.635,NA,NA
"2007-02-16",1.851,NA,1.8799,1.92,2.0261,2.0588,2.16,2.3654,2.4903,NA,2.7543,NA,2.9731,NA,NA,3.1361,3.35,3.5,3.64,NA,NA
"2007-02-17",1.851,NA,1.8799,1.92,1.99,2.08,2.16,2.3585,2.4956,NA,2.755,NA,2.9734,NA,NA,3.11,3.35,3.5,3.65,NA,NA
"2007-02-25",1.852,NA,1.8799,1.92,1.98,2.0403,2.15,2.3804,2.4995,NA,2.7317,NA,2.9702,NA,NA,3.11,3.35,3.5,3.65,NA,NA
"2007-02-26",1.85,NA,1.8799,1.92,1.98,2.0376,2.15,2.3821,2.5123,NA,2.7354,NA,2.9587,NA,NA,3.12,3.35,3.49,3.63,NA,NA
"2007-02-27",1.84,NA,1.8699,1.92,2.0202,2.0401,2.15,2.3835,2.5289,NA,2.7471,NA,2.9587,NA,NA,3.1468,3.36,3.5,3.65,NA,NA
"2007-02-28",1.84,NA,1.8699,1.92,1.98,2.0344,2.135,2.373,2.5365,NA,2.7162,NA,2.963,NA,NA,3.1466,3.36,3.5,3.65,NA,NA
"2007-03-01",1.83,NA,1.8599,1.92,1.98,2.039,2.135,2.3707,2.5348,NA,2.7362,NA,2.9673,NA,NA,3.1553,3.36,3.5,3.65,NA,NA
"2007-03-02",1.83,NA,1.8599,1.92,2,2.0371,2.14,2.3765,2.5425,NA,2.7355,NA,2.9648,NA,NA,3.1683,3.36,3.5,3.65,NA,NA
"2007-03-05",1.815,NA,1.84,1.93,2.01,2.0452,2.14,2.3727,2.5527,NA,2.7352,NA,2.9594,NA,NA,3.1726,3.36,3.5,3.65,NA,NA
"2007-03-06",1.81,NA,1.8399,1.93,2.02,2.0469,2.14,2.3727,2.5437,NA,2.7313,NA,2.9641,NA,NA,3.179,3.37,3.51,3.66,NA,NA
"2007-03-07",1.81,NA,1.8399,1.93,2.02,2.0478,2.15,2.3786,2.5422,NA,2.7367,NA,2.9541,NA,NA,3.19,3.38,3.52,3.67,NA,NA
"2007-03-08",1.81,NA,1.8399,1.93,2.02,2.0472,2.15,2.3794,2.5443,NA,2.7319,NA,2.9605,NA,NA,3.2192,3.4,3.53,3.7,NA,NA
"2007-03-09",1.81,NA,1.8399,1.8809,2.02,2.0459,2.14,2.3733,2.5426,NA,2.7377,NA,2.9615,NA,NA,3.223,3.42,3.55,3.72,NA,NA
"2007-03-12",1.81,NA,1.8399,1.94,2.01,2.0472,2.14,2.3737,2.5317,NA,2.735,NA,2.9599,NA,NA,3.2278,3.4396,3.55,3.72,NA,NA
"2007-03-13",1.8,NA,1.8299,1.93,2.01,2.053,2.14,2.3716,2.5417,NA,2.7452,NA,2.9742,NA,NA,3.2051,3.4409,3.56,3.72,NA,NA
"2007-03-14",1.8,NA,1.8299,1.93,2.01,2.082,2.13,2.3582,2.5439,NA,2.7452,NA,2.9703,NA,NA,3.2332,3.4396,3.57,3.72,NA,NA
"2007-03-15",1.8,NA,1.8399,1.93,2.01,2.0583,2.13,2.3649,2.5541,NA,2.7618,NA,2.9963,NA,NA,3.2876,3.46,3.58,3.72,NA,NA
"2007-03-16",1.81,NA,1.8499,1.95,2.02,2.075,2.14,2.3803,2.5613,NA,2.8387,NA,3.01,NA,NA,3.3042,3.47,3.59,3.73,NA,NA
"2007-03-19",1.84,NA,1.8799,1.96,2.05,2.1053,2.16,2.4205,2.5992,NA,2.8244,NA,3.0422,NA,NA,3.337,3.48,3.61,3.75,NA,NA
"2007-03-20",1.85,NA,1.8899,1.97,2.05,2.0943,2.17,2.4294,2.5973,NA,2.8194,NA,3.0391,NA,NA,3.36,3.5,3.65,3.78,NA,NA
"2007-03-21",1.86,NA,1.8999,1.97,2.07,2.15,2.21,2.4381,2.6009,NA,2.82,NA,3.0348,NA,NA,3.4,3.53,3.67,3.78,NA,NA
"2007-03-22",1.88,NA,1.9199,1.98,2.08,2.15,2.22,2.44,2.615,NA,2.8316,NA,3.0444,NA,NA,3.395,3.53,3.67,3.78,NA,NA
"2007-03-23",1.88,NA,1.9199,1.99,2.08,2.15,2.22,2.45,2.6148,NA,2.832,NA,3.0493,NA,NA,3.4235,3.55,3.69,3.79,NA,NA
"2007-03-26",1.88,NA,1.9199,1.99,2.08,2.15,2.2409,2.45,2.6247,NA,2.8106,NA,3.05,NA,NA,3.42,3.55,3.69,3.78,NA,NA
"2007-03-27",1.88,NA,1.9199,1.99,2.08,2.15,2.2529,2.45,2.6508,NA,2.8164,NA,3.0326,NA,NA,3.42,3.55,3.69,3.78,NA,NA
"2007-03-28",1.88,NA,1.9199,1.99,2.08,2.15,2.2542,2.45,2.6412,NA,2.8262,NA,3.0377,NA,NA,3.4245,3.55,3.69,3.78,NA,NA
"2007-03-29",1.88,NA,1.9199,1.99,2.08,2.15,2.2493,2.45,2.6448,NA,2.8224,NA,3.0316,NA,NA,3.4386,3.55,3.69,3.78,NA,NA
"2007-03-30",1.88,NA,1.9199,1.99,2.08,2.15,2.25,2.45,2.6455,NA,2.8228,NA,3.033,NA,NA,3.4338,3.55,3.69,3.78,NA,NA
"2007-04-02",1.88,NA,1.9199,1.99,2.08,2.15,2.2665,2.45,2.6476,NA,2.8183,NA,3.0252,NA,NA,3.43,3.56,3.69,3.78,NA,NA
"2007-04-03",1.88,NA,1.9199,1.99,2.08,2.15,2.2681,2.45,2.6482,NA,2.8278,NA,3.0272,NA,NA,3.4277,3.56,3.69,3.78,NA,NA
"2007-04-04",1.88,NA,1.9199,1.98,2.08,2.15,2.2697,2.45,2.6446,NA,2.8184,NA,3.0349,NA,NA,3.44,3.555,3.69,3.78,NA,NA
"2007-04-05",1.88,NA,1.9199,1.99,2.08,2.15,2.2708,2.45,2.651,NA,2.8096,NA,3.0404,NA,NA,3.4441,3.56,3.69,3.78,NA,NA
"2007-04-06",1.9,NA,1.9399,2.01,2.09,2.16,2.2691,2.47,2.7,NA,2.842,NA,3.0501,NA,NA,3.4615,3.57,3.7,3.78,NA,NA
"2007-04-09",1.92,NA,1.9599,2.03,2.1,2.17,2.271,2.49,2.7765,NA,2.875,NA,3.1166,NA,NA,3.488,3.58,3.7,3.78,NA,NA
"2007-04-10",1.94,NA,1.9699,2.04,2.11,2.18,2.2691,2.49,2.7998,NA,2.92,NA,3.1499,NA,NA,3.4829,3.58,3.71,3.79,NA,NA
"2007-04-11",1.95,NA,1.9799,2.04,2.11,2.18,2.2708,2.53,2.7971,NA,2.94,NA,3.1538,NA,NA,3.493,3.58,3.71,3.8,NA,NA
"2007-04-12",1.95,NA,1.9799,2.04,2.11,2.18,2.2718,2.53,2.807,NA,2.95,NA,3.1585,NA,NA,3.4936,3.5892,3.71,3.8,NA,NA
"2007-04-13",1.95,NA,1.9799,2.04,2.11,2.17,2.2764,2.53,2.7998,NA,2.95,NA,3.1819,NA,NA,3.5202,3.6,3.71,3.8,NA,NA
"2007-04-16",1.97,NA,1.9999,2.05,2.13,2.2,2.2685,2.54,2.8,NA,2.95,NA,3.2105,NA,NA,3.5327,3.61,3.72,3.8,NA,NA
"2007-04-17",2,NA,2.02,2.05,2.13,2.2,2.2698,2.55,2.82,NA,3.01,NA,3.2826,NA,NA,3.5391,3.62,3.73,3.81,NA,NA
"2007-04-18",2,NA,2.02,2.05,2.14,2.2,2.271,2.55,2.83,NA,3.1,NA,3.3754,NA,NA,3.56,3.65,3.75,3.82,NA,NA
"2007-04-19",2,NA,2.02,2.05,2.15,2.2,2.2874,2.56,2.86,NA,3.15,NA,3.422,NA,NA,3.57,3.67,3.75,3.84,NA,NA
"2007-04-20",2.2,NA,2.1,2.1112,2.1765,2.2,2.2874,2.56,2.86,NA,3.17,NA,3.4233,NA,NA,3.58,3.67,3.75,3.85,NA,NA
"2007-04-23",2.2,NA,2.1,2.11,2.175,2.2,2.2935,2.57,2.87,NA,3.18,NA,3.4213,NA,NA,3.59,3.67,3.75,3.85,NA,NA
"2007-04-24",2.2,NA,2.1,2.11,2.17,2.2,2.2868,2.58,2.88,NA,3.18,NA,3.4225,NA,NA,3.6139,3.71,3.78,3.88,NA,NA
"2007-04-25",2.2,NA,2.1,2.12,2.17,2.1857,2.3117,2.56,2.86,NA,3.16,NA,3.4,NA,NA,3.6349,3.71,3.8,3.9,NA,NA
"2007-04-26",2.05,NA,2.0799,2.1167,2.15,2.1923,2.3255,2.56,2.8746,NA,3.13,NA,3.3718,NA,NA,3.5931,3.71,3.8,3.9,NA,NA
"2007-04-27",2,NA,2.0399,2.109,2.13,2.1924,2.3292,2.57,2.8648,NA,3.13,NA,3.3723,NA,NA,3.5914,3.71,3.8,3.9,NA,NA
"2007-04-28",1.99,NA,2.0299,2.1095,2.14,2.1868,2.3562,2.58,2.8561,NA,3.1398,NA,3.3483,NA,NA,3.5883,3.7,3.8,3.89,NA,NA
"2007-04-29",1.93,NA,1.9999,2.05,2.13,2.18,2.2526,2.55,2.8625,NA,3.1308,NA,3.3264,NA,NA,3.58,3.7,3.79,3.89,NA,NA
"2007-04-30",1.91,NA,1.9898,2.06,2.14,2.2183,2.2879,2.55,2.8511,NA,3.1362,NA,3.3217,NA,NA,3.5916,3.7,3.8,3.895,NA,NA
"2007-05-08",1.91,NA,1.9898,2.05,2.15,2.2297,2.2918,2.55,2.8793,NA,3.1576,NA,3.3372,NA,NA,3.5933,3.7,3.8,3.895,NA,NA
"2007-05-09",1.9,NA,1.9798,2.04,2.14,2.2266,2.3022,2.56,2.8903,NA,3.1578,NA,3.3494,NA,NA,3.5906,3.7,3.8,3.9,NA,NA
"2007-05-10",1.88,NA,1.9698,2.04,2.13,2.2264,2.3012,2.56,2.9426,NA,3.1797,NA,3.4173,NA,NA,3.63,3.7387,3.82,3.92,NA,NA
"2007-05-11",1.91,NA,1.9998,2.04,2.14,2.2339,2.32,2.59,2.9819,NA,3.207,NA,3.4769,NA,NA,3.68,3.7997,3.86,3.96,NA,NA
"2007-05-14",1.92,NA,2.0198,2.06,2.15,2.232,2.32,2.61,2.9466,NA,3.224,NA,3.4855,NA,NA,3.7,3.9849,4,4.05,NA,NA
"2007-05-15",1.92,NA,2.0198,2.07,2.15,2.232,2.33,2.65,2.9659,NA,3.2528,NA,3.5906,NA,NA,3.7992,4.04,4.15,4.2,NA,NA
"2007-05-16",1.92,NA,2.0198,2.07,2.15,2.2325,2.3083,2.67,3.0039,NA,3.2456,NA,3.6483,NA,NA,3.83,4.07,4.17,4.23,NA,NA
"2007-05-17",1.92,NA,2.0198,2.07,2.16,2.2402,2.3067,2.69,3.0172,NA,3.304,NA,3.6418,NA,NA,3.83,4.05,4.16,4.27,NA,NA
"2007-05-18",1.92,NA,2.0198,2.07,2.16,2.2366,2.3129,2.74,3.044,NA,3.304,NA,3.6137,NA,NA,3.83,4.094,4.16,4.27,NA,NA
"2007-05-21",1.92,NA,2.0198,2.07,2.16,2.2689,2.3448,2.75,3.1476,NA,3.4817,NA,3.7771,NA,NA,3.966,4.1925,4.24,4.33,NA,NA
"2007-05-22",1.92,NA,2.0198,2.07,2.17,2.2728,2.4088,2.78,3.1559,NA,3.4876,NA,3.7911,NA,NA,4.05,4.1571,4.25,4.35,NA,NA
"2007-05-23",1.91,NA,2.0098,2.06,2.17,2.3,2.4372,2.79,3.1212,NA,3.4536,NA,3.7526,NA,NA,4.064,4.17,4.25,4.35,NA,NA
"2007-05-24",1.9,NA,1.9998,2.06,2.17,2.33,2.45,2.82,3.1127,NA,3.4289,NA,3.766,NA,NA,4.03,4.15,4.25,4.35,NA,NA
"2007-05-25",1.94,NA,2.0398,2.13,2.21,2.321,2.45,2.82,3.1295,NA,3.4646,NA,3.773,NA,NA,4.05,4.15,4.25,4.35,NA,NA
"2007-05-28",1.94,NA,2.0398,2.14,2.225,2.3,2.44,2.88,3.1539,NA,3.492,NA,3.8203,NA,NA,4.07,4.17,4.25,4.35,NA,NA
"2007-05-29",1.935,NA,2.0348,2.145,2.23,2.363,2.48,2.885,3.1545,NA,3.495,NA,3.8227,NA,NA,4.08,4.175,4.25,4.35,NA,NA
"2007-05-30",1.93,NA,2.0398,2.15,2.25,2.3885,2.46,2.88,3.1543,NA,3.4867,NA,3.818,NA,NA,4.07,4.17,4.25,4.35,NA,NA
"2007-05-31",1.935,NA,2.0448,2.15,2.255,2.3885,2.49,2.88,3.1608,NA,3.474,NA,3.8274,NA,NA,4.06,4.15,4.24,4.33,NA,NA
"2007-06-01",1.958,NA,2.0598,2.15,2.255,2.3885,2.49,2.89,3.2143,NA,3.4905,NA,3.8337,NA,NA,4.08,4.17,4.24,4.33,NA,NA
"2007-06-04",1.955,NA,2.0598,2.15,2.255,2.3439,2.49,2.8632,3.2084,NA,3.5,NA,3.8378,NA,NA,4.1393,4.2124,4.25,4.33,NA,NA
"2007-06-05",1.96,NA,2.0648,2.153,2.251,2.3443,2.49,2.8649,3.18,NA,3.506,NA,3.837,NA,NA,4.1309,4.2139,4.25,4.33,NA,NA
"2007-06-06",2,NA,2.0998,2.25,2.35,2.413,2.49,2.8627,3.17,NA,3.4865,NA,3.8531,NA,NA,4.1442,4.2124,4.26,4.38,NA,NA
